abilityID,classID,name,type,masteryPathID,masteryRank,apCost,channeled,castTime,cooldown,range,buffType,tooltipText,iconID
8337,4096,Bane Shield,,2,0,35,FALSE,0,30,0,,,5174
8331,4096,Blast Wave,,3,0,50,FALSE,0,15,0,,,5266
8333,4096,Challenge,,0,0,30,FALSE,0,30,0,,,5257
8352,4096,Chaotic Advantage,,0,0,0,FALSE,0,0,0,,,22708
477,4096,Chosen's Badge,,0,0,0,FALSE,0,0,0,,,99
8319,4096,Cleave,,1,0,40,FALSE,0,0,5,,,5252
8345,4096,Corrupting Horror,,2,5,0,FALSE,0,4,0,,,5265
8332,4096,Corrupting Retribution,,2,0,0,FALSE,0,4,0,,,5178
8318,4096,Corrupting Wrath,,2,0,0,FALSE,0,4,0,,,5179
8357,4096,Corruptive Power,,2,11,0,FALSE,0,0,0,,,22702
8362,4096,Crippling Strikes,,1,7,0,FALSE,0,0,0,,,22701
8355,4096,Critical Suppression,,0,0,0,FALSE,0,0,0,,,22709
8359,4096,Destined For Victory,,0,0,0,FALSE,0,0,0,,,22702
8364,4096,Dire Shielding,,2,3,0,FALSE,0,0,0,,,22694
8327,4096,Discordant Fluctuation,,3,0,0,FALSE,0,4,0,,,5152
8321,4096,Discordant Instability,,3,0,0,FALSE,0,4,0,,,5253
8348,4096,Discordant Turbulence,,3,5,0,FALSE,0,4,0,,,5258
8324,4096,Dizzying Blow,,2,0,30,FALSE,0,5,5,,,5184
8346,4096,Downfall,,2,9,25,FALSE,0,20,5,,,5177
8334,4096,Dreadful Agony,,1,0,0,FALSE,0,4,0,,,5212
8316,4096,Dreadful Fear,,1,0,0,FALSE,0,4,0,,,5167
8342,4096,Dreadful Terror,,1,5,0,FALSE,0,4,0,,,5263
8369,4096,Embrace the Winds,,3,11,0,FALSE,0,0,0,,,22706
8315,4096,Enraged Blow,,2,0,30,FALSE,0,0,5,,,5168
8361,4096,Feed on the Weary,,1,3,0,FALSE,0,0,0,,,22708
8353,4096,Flawless Armor,,0,0,0,FALSE,0,0,0,,,22702
8325,4096,Guard,,0,0,0,FALSE,0,0,150,,,5172
8366,4096,Hastened Dismissal,,0,0,0,FALSE,0,0,0,,,22709
8326,4096,Hold The Line!,,0,0,20,TRUE,12,0,0,,,5143
8378,4096,Impenetrable Armor,,0,0,0,FALSE,0,60,0,,,5261
8371,4096,Inevitable Changing,,0,0,0,FALSE,0,60,5,,,5210
8330,4096,Juggernaut,,0,0,45,FALSE,0,60,0,,,5176
8365,4096,Mixed Defenses,,2,7,0,FALSE,0,0,0,,,22702
8363,4096,Oppressing Blows,,1,11,0,FALSE,0,0,0,,,22701
8347,4096,Oppression,,2,13,15,FALSE,0,20,5,,,5259
8336,4096,Petrify,,0,0,30,FALSE,0,60,0,,,5182
8356,4096,Piercing Repel,,0,0,0,FALSE,0,0,0,,,22708
8358,4096,Power from the Gods,,0,0,0,FALSE,0,0,0,,,22704
8349,4096,Quake,,3,9,45,FALSE,0,20,0,,,5181
8354,4096,Quickened Discord,,0,0,0,FALSE,0,0,0,,,22694
8323,4096,Ravage,,3,0,35,FALSE,0,0,5,,,5173
8343,4096,Relentless,,1,9,25,TRUE,3,8,5,,,5264
8344,4096,Rending Blade,,1,13,35,FALSE,0,5,0,,,5186
8329,4096,Repel,,2,0,35,FALSE,0,20,5,,,5256
8320,4096,Seeping Wound,,3,0,30,FALSE,0,0,5,,,5254
8339,4096,Sever Blessing,,0,0,25,FALSE,0,5,5,,,2497
8379,4096,Shatter Faith,,3,15,0,FALSE,0,60,0,,,5262
8367,4096,Siphoned Energy,,3,3,0,FALSE,0,0,0,,,22706
8373,4096,Sprout Carapace,,2,15,0,FALSE,0,60,0,,,5211
8335,4096,Suppression,,1,0,30,FALSE,0,10,5,,,5183
8368,4096,Tainted Wound,,3,7,0,FALSE,0,0,0,,,22704
8322,4096,Taunt,,0,0,20,FALSE,0,15,65,,,5169
8314,4096,Throwing Axe,,0,0,20,FALSE,1,0,65,,,5251
8317,4096,Tooth of Tzeentch,,1,0,30,FALSE,0,10,5,,,5175
8338,4096,Touch of Palsy,,3,0,30,FALSE,0,20,5,,,5217
8372,4096,Tzeentch's Amplification,,0,0,0,FALSE,0,60,0,,,5213
8350,4096,Tzeentch's Reflection,,3,13,20,FALSE,0,30,0,,,5269
8377,4096,Warping Embrace,,1,15,0,FALSE,0,60,0,,,5260
8328,4096,Withering Blow,,1,0,35,FALSE,0,10,5,,,5255
